,Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
0,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-25,8.0,,
1,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-26,5.0,,
2,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-27,4.0,,
3,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-28,1.0,,
4,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-02-29,8.0,,
5,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-01,3.0,,
6,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-02,2.0,,
7,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-03,5.0,,
8,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-04,6.0,,
9,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-05,8.0,,
10,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-06,3.0,,
11,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-07,5.0,,
12,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-08,1.0,,
13,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-09,18.0,2.0,
14,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-10,37.0,10.0,
15,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-11,43.0,12.0,1.0
16,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-12,141.0,23.0,1.0
17,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-13,159.0,33.0,1.0
18,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-14,48.0,38.0,1.0
19,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-15,27.0,42.0,1.0
20,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-16,31.0,51.0,1.0
21,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-17,42.0,55.0,1.0
22,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-18,60.0,59.0,2.0
23,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-19,32.0,64.0,2.0
24,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-20,35.0,70.0,2.0
25,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-21,46.0,76.0,2.0
26,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-22,33.0,89.0,2.0
27,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-23,33.0,104.0,4.0
28,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-24,33.0,123.0,5.0
29,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-25,111.0,146.0,5.0
30,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-26,103.0,174.0,6.0
31,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-27,102.0,186.0,8.0
32,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-28,79.0,197.0,10.0
33,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-29,111.0,212.0,10.0
34,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-30,90.0,223.0,11.0
35,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-03-31,145.0,243.0,15.0
36,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-01,152.0,259.0,15.0
37,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-02,96.0,277.0,16.0
38,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-03,112.0,304.0,17.0
39,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-04,216.0,333.0,20.0
40,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-05,149.0,361.0,20.0
41,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-06,175.0,377.0,21.0
42,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-07,182.0,383.0,22.0
43,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-08,236.0,400.0,22.0
44,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-09,234.0,409.0,23.0
45,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-10,162.0,416.0,23.0
46,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-11,259.0,433.0,23.0
47,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-12,233.0,446.0,23.0
48,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-13,193.0,467.0,23.0
49,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-14,236.0,475.0,24.0
50,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-15,252.0,494.0,25.0
51,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-16,269.0,518.0,26.0
52,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-17,253.0,539.0,26.0
53,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-18,231.0,548.0,26.0
54,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-19,231.0,562.0,26.0
55,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-20,233.0,584.0,26.0
56,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-21,242.0,609.0,26.0
57,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-22,252.0,634.0,27.0
58,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-23,240.0,663.0,27.0
59,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-24,259.0,678.0,27.0
60,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-25,247.0,712.0,27.0
61,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-26,264.0,726.0,28.0
62,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-27,212.0,736.0,28.0
63,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-28,267.0,750.0,30.0
64,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-29,270.0,766.0,30.0
65,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-04-30,225.0,773.0,31.0
66,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-01,245.0,782.0,31.0
67,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-02,171.0,789.0,31.0
68,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-03,197.0,795.0,31.0
69,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-04,140.0,803.0,31.0
70,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-05,270.0,820.0,31.0
71,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-06,255.0,832.0,31.0
72,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-07,275.0,842.0,31.0
73,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-08,238.0,850.0,31.0
74,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-09,224.0,856.0,31.0
75,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-10,170.0,868.0,31.0
76,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-11,121.0,872.0,31.0
77,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-12,243.0,876.0,31.0
78,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-13,246.0,880.0,31.0
79,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-14,191.0,898.0,31.0
80,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-15,219.0,916.0,31.0
81,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-16,306.0,933.0,31.0
82,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-17,260.0,946.0,31.0
83,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-18,168.0,948.0,31.0
84,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-19,177.0,949.0,31.0
85,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-20,186.0,964.0,31.0
86,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-21,204.0,969.0,31.0
87,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-22,174.0,981.0,31.0
88,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-23,200.0,989.0,31.0
89,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-24,146.0,998.0,32.0
90,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-25,54.0,1004.0,32.0
91,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-26,173.0,1029.0,33.0
92,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-27,262.0,1050.0,33.0
93,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-28,225.0,1076.0,33.0
94,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-29,276.0,1099.0,33.0
95,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-30,229.0,1122.0,33.0
96,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-05-31,225.0,1137.0,33.0
97,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-01,102.0,1143.0,33.0
98,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-02,243.0,1164.0,33.0
99,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-03,297.0,1184.0,33.0
100,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-04,282.0,1197.0,33.0
101,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-05,162.0,1212.0,33.0
102,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-06,253.0,1232.0,34.0
103,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-07,193.0,1246.0,34.0
104,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-08,102.0,1263.0,34.0
105,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-09,359.0,1299.0,34.0
106,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-10,311.0,1341.0,34.0
107,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-11,291.0,1385.0,35.0
108,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-12,300.0,1416.0,36.0
109,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-13,270.0,1464.0,36.0
110,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-14,362.0,1521.0,36.0
111,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-15,319.0,1590.0,36.0
112,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-16,364.0,1672.0,37.0
113,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-17,333.0,1722.0,38.0
114,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-18,280.0,1788.0,39.0
115,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-19,330.0,1838.0,42.0
116,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-20,320.0,1891.0,43.0
117,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-21,327.0,1962.0,44.0
118,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-22,239.0,1995.0,44.0
119,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-23,328.0,2047.0,45.0
120,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-24,347.0,2114.0,47.0
121,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-25,344.0,2192.0,49.0
122,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-26,402.0,2269.0,51.0
123,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-27,355.0,2330.0,53.0
124,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-28,374.0,2402.0,55.0
125,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-29,371.0,2466.0,58.0
126,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-06-30,371.0,2535.0,62.0
127,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-01,269.0,2580.0,65.0
128,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-02,368.0,2662.0,69.0
129,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-03,362.0,2752.0,72.0
130,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-04,376.0,2819.0,74.0
131,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-05,392.0,2893.0,76.0
132,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-06,459.0,2964.0,79.0
133,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-07,409.0,3038.0,81.0
134,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-08,397.0,3106.0,83.0
135,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-09,401.0,3188.0,83.0
136,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-10,420.0,3278.0,85.0
137,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-11,420.0,3371.0,89.0
138,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-12,420.0,3454.0,93.0
139,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-13,585.0,3571.0,95.0
140,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-14,451.0,3667.0,97.0
141,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-15,361.0,3752.0,101.0
142,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-16,425.0,3851.0,104.0
143,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-17,431.0,3906.0,107.0
144,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-18,501.0,4008.0,111.0
145,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-19,331.0,4090.0,112.0
146,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-20,267.0,4171.0,113.0
147,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-21,482.0,4290.0,117.0
148,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-22,496.0,4358.0,120.0
149,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-23,477.0,4466.0,123.0
150,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-24,564.0,4570.0,128.0
151,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-25,304.0,4637.0,134.0
152,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-26,504.0,4763.0,138.0
153,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-27,500.0,4880.0,144.0
154,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-28,507.0,4997.0,148.0
155,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-29,502.0,5105.0,150.0
156,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-30,507.0,5197.0,154.0
157,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-07-31,500.0,5276.0,157.0
158,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-01,510.0,5396.0,161.0
159,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-02,474.0,5519.0,166.0
160,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-03,474.0,5620.0,172.0
161,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-04,546.0,5750.0,176.0
162,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-05,561.0,5889.0,182.0
163,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-06,531.0,6016.0,188.0
164,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-07,586.0,6151.0,189.0
165,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-08,500.0,6275.0,193.0
166,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-09,561.0,6411.0,199.0
167,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-10,506.0,6536.0,200.0
168,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-11,603.0,6676.0,205.0
169,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-12,625.0,6817.0,208.0
170,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-13,643.0,6971.0,213.0
171,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-14,639.0,7117.0,219.0
172,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-15,650.0,7260.0,225.0
173,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-16,626.0,7380.0,228.0
174,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-17,501.0,7499.0,230.0
175,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-18,932.0,7654.0,232.0
176,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-19,864.0,7812.0,234.0
177,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-20,847.0,7967.0,238.0
178,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-21,864.0,8119.0,240.0
179,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-22,837.0,8275.0,245.0
180,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-23,785.0,8427.0,250.0
181,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-24,947.0,8605.0,254.0
182,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-25,870.0,8759.0,259.0
183,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-26,878.0,8927.0,263.0
184,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-27,865.0,9083.0,266.0
185,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-28,801.0,9195.0,271.0
186,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-29,796.0,9279.0,275.0
187,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-30,803.0,9380.0,280.0
188,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-08-31,820.0,9513.0,284.0
189,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-01,812.0,9606.0,290.0
190,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-02,856.0,9728.0,296.0
191,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-03,835.0,9844.0,301.0
192,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-04,857.0,9967.0,306.0
193,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-05,860.0,10102.0,312.0
194,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-06,847.0,10255.0,316.0
195,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-07,824.0,10406.0,319.0
196,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-08,830.0,10553.0,321.0
197,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-09,852.0,10704.0,322.0
198,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-10,870.0,10860.0,324.0
199,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-11,875.0,11021.0,327.0
200,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-12,872.0,11185.0,330.0
201,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-13,877.0,11353.0,334.0
202,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-14,862.0,11520.0,338.0
203,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-15,810.0,11672.0,340.0
204,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-16,824.0,11816.0,343.0
205,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-17,817.0,11948.0,347.0
206,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-18,833.0,12073.0,353.0
207,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-19,836.0,12226.0,358.0
208,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-20,844.0,12385.0,362.0
209,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-21,809.0,12535.0,364.0
210,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-22,825.0,12666.0,367.0
211,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-23,887.0,12787.0,370.0
212,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-24,852.0,12921.0,370.0
213,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-25,808.0,13045.0,373.0
214,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-26,811.0,13153.0,375.0
215,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-27,832.0,13259.0,377.0
216,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-28,824.0,13391.0,380.0
217,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-29,820.0,13518.0,384.0
218,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-09-30,842.0,13649.0,387.0
219,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-01,1013.0,13806.0,388.0
220,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-02,1085.0,13965.0,389.0
221,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-03,1008.0,14117.0,392.0
222,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-04,963.0,14266.0,396.0
223,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-05,912.0,14410.0,400.0
224,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-06,905.0,14568.0,403.0
225,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-07,914.0,14730.0,407.0
226,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-08,971.0,14899.0,411.0
227,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-09,932.0,15066.0,413.0
228,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-10,960.0,15231.0,416.0
229,Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2020-10-11,943.0,15399.0,420.0
